"","X","SNo","Date","StartupName","IndustryVertical","SubVertical","CityLocation","InvestorsName","InvestmentType","AmountInUSD","Remarks","New_Date","dd","mm","yyyy","mmyyyy","New_Date","dd","mm","yyyy","mmyyyy"
"831",1354,5607,"07/01/2016","MakeMyTrip","Consumer Internet","Online Travel/Hotel Booking platform","Gurgaon","Ctrip.com International Ltd","Private Equity",180000000,"","07/01/2016",7,1,2016,"01-2016","07/01/2016","07","01","2016","01-2016"
"832",1355,5608,"08/01/2016","Melorra","ECommerce","Online/ Mobile Jewellery Retailer","Bangalore","Lightbox Ventures","Private Equity",5000000,"","08/01/2016",8,1,2016,"01-2016","08/01/2016","08","01","2016","01-2016"
"833",1356,5609,"08/01/2016","ConfirmTKT","Consumer Internet","Train PNR Status Prediction Platform","Bangalore","Krishna Jhujhunwala, Dr. Apoorv Ranjan Sharma, Anirudh Damani, Anand Ladsariya, Sanjay Mehta & Others","Seed Funding",250000,"","08/01/2016",8,1,2016,"01-2016","08/01/2016","08","01","2016","01-2016"
"834",1357,5610,"08/01/2016","Gyaanzone","Education","Career Planning and Education Advisory Platform","Mumbai","GBIM Technologies Pvt Ltd","Seed Funding",45000,"","08/01/2016",8,1,2016,"01-2016","08/01/2016","08","01","2016","01-2016"
"835",1360,5611,"11/01/2016","Koovs","ECommerce","Online Fashion Apparel Retailer","Gurgaon","Nahata Family, Waheed Alli","Private Equity",5400000,"","11/01/2016",11,1,2016,"01-2016","11/01/2016","11","01","2016","01-2016"
"836",1362,5612,"11/01/2016","FreshMenu","Consumer Internet","Online / Mobile Food Ordering platform","Bangalore","Zodius Capital, Lightspeed Venture Partners","Private Equity",16500000,"","11/01/2016",11,1,2016,"01-2016","11/01/2016","11","01","2016","01-2016"
"837",1363,5613,"11/01/2016","SavvyMob","ECommerce","Last Minute Hotel Bookings mobile marketplace","Bangalore","TV Mohandas Pai, LetsVenture","Seed Funding",1000000,"","11/01/2016",11,1,2016,"01-2016","11/01/2016","11","01","2016","01-2016"
"838",1365,5614,"12/01/2016","Shopclues","ECommerce","ECommerce Marketplace","Gurgaon","GIC, Tiger Global Management, Nexus Venture Partners","Private Equity",100000000,"","12/01/2016",12,1,2016,"01-2016","12/01/2016","12","01","2016","01-2016"
"839",1367,5615,"12/01/2016","iBus Networks","Technology","Next Generation in-building connectivity","Bangalore","Vallabh Bhanshali, N Squared Management LLC, Jagdish & Sandeep Mehta Family Office","Private Equity",2300000,"","12/01/2016",12,1,2016,"01-2016","12/01/2016","12","01","2016","01-2016"
"840",1368,5616,"12/01/2016","Happy2Refer","Consumer Internet","Mobile based Referral Platform","Mumbai","Equity Crest, Vinners, Sparknext","Seed Funding",250000,"","12/01/2016",12,1,2016,"01-2016","12/01/2016","12","01","2016","01-2016"
"841",1369,5617,"13/01/2016","CarTrade","Consumer Internet","Auto Classifieds Portal","Mumbai","Temasek Holdings, March Capital, Warburg Pincus","Private Equity",145000000,"","13/01/2016",13,1,2016,"01-2016","13/01/2016","13","01","2016","01-2016"
"842",1370,5618,"13/01/2016","Rentomo","Consumer Internet","peer-to-peer renting Marketplace","Bangalore","Shiva Ashok & Other unnamed investors","Seed Funding",100000,"","13/01/2016",13,1,2016,"01-2016","13/01/2016","13","01","2016","01-2016"
"843",1371,5619,"13/01/2016","Roder","Consumer Internet","inter-city cab aggregator","New Delhi","Unicorn India Ventures","Seed Funding",240000,"","13/01/2016",13,1,2016,"01-2016","13/01/2016","13","01","2016","01-2016"
"844",1373,5620,"13/01/2016","Care24","Healthcare","Professional Health Services Platform","Mumbai","SAIF Partners, India Quotient","Private Equity",4000000,"","13/01/2016",13,1,2016,"01-2016","13/01/2016","13","01","2016","01-2016"
"845",1377,5621,"14/01/2016","Orahi","Consumer Internet","Carpooling Mobile App","Gurgaon","Indian Angel Network","Seed Funding",520000,"","14/01/2016",14,1,2016,"01-2016","14/01/2016","14","01","2016","01-2016"
"846",1380,5622,"15/01/2016","Fitso","Consumer Internet","Fitness related Social Networking App & Forum","Gurgaon","Varun Khurana, Samar Singla, Vinay Bansal,","Seed Funding",200000,"","15/01/2016",15,1,2016,"01-2016","15/01/2016","15","01","2016","01-2016"
"847",1386,5623,"18/01/2016","Kartrocket","Consumer Internet","SAAS DIY  ECommerce Platform","New Delhi","Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding, 500 Startups","Private Equity",6000000,"","18/01/2016",18,1,2016,"01-2016","18/01/2016","18","01","2016","01-2016"
"848",1387,5624,"19/01/2016","Swiggy","Consumer Internet","Online/Mobile food ordering platform","Bangalore","Harmony Partners, RB Investments & existing investors","Private Equity",35000000,"","19/01/2016",19,1,2016,"01-2016","19/01/2016","19","01","2016","01-2016"
"849",1391,5625,"19/01/2016","DailyObjects","ECommerce","Mobile Accessories etailer","New Delhi","Unilazer Fund,  Phanindra Sama, Peyush Bansal","Private Equity",1400000,"","19/01/2016",19,1,2016,"01-2016","19/01/2016","19","01","2016","01-2016"
"850",1392,5626,"19/01/2016","Indus OS","Technology","Local language Mobile OS","Mumbai","Omidyar Network,","Private Equity",5000000,"","19/01/2016",19,1,2016,"01-2016","19/01/2016","19","01","2016","01-2016"
"851",1393,5627,"19/01/2016","CollegeDunia","Consumer Internet","Educational College Search platform","New Delhi","Umang Kumar","Seed Funding",445000,"","19/01/2016",19,1,2016,"01-2016","19/01/2016","19","01","2016","01-2016"
"852",1394,5628,"19/01/2016","Villgro","Finance","Social Business Incubator & Fund","Chennai","Lemelson Foundation, Michael and Susan Dell Foundation","Private Equity",3500000,"","19/01/2016",19,1,2016,"01-2016","19/01/2016","19","01","2016","01-2016"
"853",1396,5629,"20/01/2016","IndustryBuying","ECommerce","B2B Industrial Goods Marketplace","New Delhi","Trifecta Capital","Private Equity",1800000,"","20/01/2016",20,1,2016,"01-2016","20/01/2016","20","01","2016","01-2016"
"854",1397,5630,"20/01/2016","Just Buy Live","ECommerce","B2B Marketplace for Distributors","Mumbai","Alpha Capital","Private Equity",20000000,"","20/01/2016",20,1,2016,"01-2016","20/01/2016","20","01","2016","01-2016"
"855",1398,5631,"20/01/2016","IMbesharam","ECommerce","Adult Products Etailers","New Delhi","Undisclosed US Based Investors","Private Equity",4000000,"","20/01/2016",20,1,2016,"01-2016","20/01/2016","20","01","2016","01-2016"
"856",13981,5632,"20/01/2016","IMbesharam","ECommerce","Adult Products Etailers","US","Undisclosed US Based Investors","Private Equity",4000000,"","20/01/2016",20,1,2016,"01-2016","20/01/2016","20","01","2016","01-2016"
"857",1399,5633,"20/01/2016","Moodoo","Consumer Internet","Social Meeting organizer App","Mumbai","Saïd Business School Seed Fund.","Seed Funding",40000,"","20/01/2016",20,1,2016,"01-2016","20/01/2016","20","01","2016","01-2016"
"858",13991,5634,"20/01/2016","Moodoo","Consumer Internet","Social Meeting organizer App","UK","Saïd Business School Seed Fund.","Seed Funding",40000,"","20/01/2016",20,1,2016,"01-2016","20/01/2016","20","01","2016","01-2016"
"859",1402,5635,"21/01/2016","Fisdom","Consumer Internet","Personal Finance Mobile App","Bangalore","Rob Chandra","Seed Funding",500000,"","21/01/2016",21,1,2016,"01-2016","21/01/2016","21","01","2016","01-2016"
"860",1403,5636,"21/01/2016","Easypolicy","Consumer Internet","Online insurance policy aggregator","Noida","Unilazer Ventures","Private Equity",2200000,"","21/01/2016",21,1,2016,"01-2016","21/01/2016","21","01","2016","01-2016"
"861",1404,5637,"21/01/2016","Housing.com","Consumer Internet","Online Real Estate Portal","Mumbai","SoftBank Corp","Private Equity",15000000,"","21/01/2016",21,1,2016,"01-2016","21/01/2016","21","01","2016","01-2016"
"862",1405,5638,"21/01/2016","CREO","Technology","Smartphone OS Developer","Bangalore","Sequoia Capital, Beenext Ventures, India Quotient, Anand Chandrasekaran","Private Equity",3000000,"","21/01/2016",21,1,2016,"01-2016","21/01/2016","21","01","2016","01-2016"
"863",1406,5639,"22/01/2016","ShabdaNagari","Consumer Internet","Hindi Language Social Networking Portal","Kanpur","Kanpur Angels & Others","Seed Funding",200000,"","22/01/2016",22,1,2016,"01-2016","22/01/2016","22","01","2016","01-2016"
"864",1408,5640,"22/01/2016","SnapBizz","ECommerce","Mobile based Retail Market Ecosystem","Bangalore","Jungle Ventures, Taurus Value Creation, Konly Venture, Blume Ventures","Private Equity",7200000,"","22/01/2016",22,1,2016,"01-2016","22/01/2016","22","01","2016","01-2016"
"865",1411,5641,"22/01/2016","Silvan","Technology","Home Automation & Security Solutions","Bangalore","The Chennai Angels","Seed Funding",515000,"","22/01/2016",22,1,2016,"01-2016","22/01/2016","22","01","2016","01-2016"
"866",1412,5642,"22/01/2016","EPS","Technology","Electronic Payments Solution Company","Mumbai","APIS Partners","Private Equity",35000000,"","22/01/2016",22,1,2016,"01-2016","22/01/2016","22","01","2016","01-2016"
"867",1413,5643,"22/01/2016","Qubole","Technology","Enterprise Cloud Based Data Processing","Bangalore","Institutional Venture Partners, Norwest Venture Partners, Lightspeed Venture Partners, CRV","Private Equity",30000000,"","22/01/2016",22,1,2016,"01-2016","22/01/2016","22","01","2016","01-2016"
"868",1415,5644,"25/01/2016","SIFTR Labs","Consumer Internet","Photography curation & Aggregator platform","Mumbai","Venture Catalysts","Seed Funding",150000,"","25/01/2016",25,1,2016,"01-2016","25/01/2016","25","01","2016","01-2016"
"869",1416,5645,"25/01/2016","Power2SME","Consumer Internet","SME Online Buying Hub","Gurgaon","Nandan Nilekani, Accel Partners, Kalaari Capital and Inventus Capital","Private Equity",21000000,"","25/01/2016",25,1,2016,"01-2016","25/01/2016","25","01","2016","01-2016"
"870",1419,5646,"27/01/2016","Buildzar","ECommerce","Construction Material ETailer","Gurgaon","Puneet Dalmia","Private Equity",4000000,"","27/01/2016",27,1,2016,"01-2016","27/01/2016","27","01","2016","01-2016"
"871",1420,5647,"27/01/2016","Applicate","Technology","Sales, Market, Distribution & Data Analytics Platform","Bangalore","Undisclosed investors","Seed Funding",1000000,"","27/01/2016",27,1,2016,"01-2016","27/01/2016","27","01","2016","01-2016"
"872",1422,5648,"28/01/2016","Zebi (yet to launch)","Technology","Data Intelligence & Analytics","Hyderabad","Un disclosed investors","Seed Funding",1000000,"","28/01/2016",28,1,2016,"01-2016","28/01/2016","28","01","2016","01-2016"
"873",1423,5649,"28/01/2016","Truce","FMCG","Vegetables & Fruits Supply Chain","Mumbai","Anupam Mittal, Amit Gupta, Utsav Somani, Neeraj Goenka, Farooq Adam Mukadam","Seed Funding",370000,"","28/01/2016",28,1,2016,"01-2016","28/01/2016","28","01","2016","01-2016"
"874",1427,5650,"29/01/2016","Qriyo","Consumer Internet","Online Fitness & Educational information Aggregator","Jodhpur","Idein Ventures","Seed Funding",160000,"","29/01/2016",29,1,2016,"01-2016","29/01/2016","29","01","2016","01-2016"
"875",1429,5651,"29/01/2016","Aisle","Consumer Internet","Indians focused Matchmaking App","Bangalore","TermSheet, ah! Ventures","Seed Funding",185000,"","29/01/2016",29,1,2016,"01-2016","29/01/2016","29","01","2016","01-2016"
"876",1430,5652,"29/01/2016","FreshMenu","Consumer Internet","Fresh Food Delivery platform","Bangalore","Zodius Technology Fund, Lightspeed Venture Partners","Private Equity",17000000,"","29/01/2016",29,1,2016,"01-2016","29/01/2016","29","01","2016","01-2016"
"877",1431,5653,"29/01/2016","Truebil","ECommerce","Online marketplace for cars","Mumbai","Kalaari Capital, Inventus Capital, Tekton Ventures, Kae Capital","Private Equity",5150000,"","29/01/2016",29,1,2016,"01-2016","29/01/2016","29","01","2016","01-2016"
"878",1432,5654,"29/01/2016","Rare Media","Technology","Mobile & Cloud based App developer","New Delhi","Info Edge (India) Ltd","Private Equity",1100000,"","29/01/2016",29,1,2016,"01-2016","29/01/2016","29","01","2016","01-2016"
"879",1437,5655,"01/12/2015","CollegeDekho","Online Education Information platform","","Jaipur","GirnarSoft","Seed Funding",1000000,"","01/12/2015",1,12,2015,"12-2015","01/12/2015","01","12","2015","12-2015"
"880",1440,5656,"01/12/2015","Patel Logistics","Transportation & Logistics Platform","","Mumbai","Frontline Strategy","Private Equity",5600000,"","01/12/2015",1,12,2015,"12-2015","01/12/2015","01","12","2015","12-2015"
"881",1441,5657,"01/12/2015","Wigzo","Enterprise Marketing Automation platform","","New Delhi","Aarin Capital Partners, TV Mohandas Pai","Seed Funding",500000,"Pre-Series A","01/12/2015",1,12,2015,"12-2015","01/12/2015","01","12","2015","12-2015"
"882",1443,5658,"01/12/2015","Godof Hospitals","Digital Healthcare","","New Delhi","Pankaj Gupta","Seed Funding",2000000,"","01/12/2015",1,12,2015,"12-2015","01/12/2015","01","12","2015","12-2015"
"883",1444,5659,"02/12/2015","RoomsTonite","Last Minute Hotel Booking App","","Bangalore","Lashit Sanghvi, Nikhil Vora, Venkat Vardhan,Mohammed Bin Abdul Rehman Al Khalifa,  Ralph Berezan, Vissal Mathew,  Balamurali Krishna","Seed Funding",1500000,"","02/12/2015",2,12,2015,"12-2015","02/12/2015","02","12","2015","12-2015"
"884",1447,5660,"03/12/2015","EasyKhaana","Online Food ordering & Delivery platform","","New Delhi","Undisclosed investors","Seed Funding",100000,"","03/12/2015",3,12,2015,"12-2015","03/12/2015","03","12","2015","12-2015"
"885",1448,5661,"03/12/2015","Shuttl","App based Bus Pooling Services","","Gurgaon","Sequoia Capital, Times Internet Ltd & One more Fund","Private Equity",20000000,"Series B","03/12/2015",3,12,2015,"12-2015","03/12/2015","03","12","2015","12-2015"
"886",1451,5662,"04/12/2015","Applop","On Demand Mobile app developer","","Kolkata","GHV Accelerator","Seed Funding",100000,"","04/12/2015",4,12,2015,"12-2015","04/12/2015","04","12","2015","12-2015"
"887",1452,5663,"04/12/2015","CaRPM","Car Maintenance & Management mobile app","","Gurgaon","GHV Accelerator","Seed Funding",100000,"","04/12/2015",4,12,2015,"12-2015","04/12/2015","04","12","2015","12-2015"
"888",1453,5664,"04/12/2015","NDTV Wedding portal","Online Wedding Marketplace","","New Delhi","CerraCap","Private Equity",20000000,"Series A","04/12/2015",4,12,2015,"12-2015","04/12/2015","04","12","2015","12-2015"
"889",1456,5665,"07/12/2015","Customfurnish","Custom Made furniture e-tailer","","Hyderabad","Agnus Capital","Private Equity",4500000,"Series A","07/12/2015",7,12,2015,"12-2015","07/12/2015","07","12","2015","12-2015"
"890",1457,5666,"07/12/2015","Faasos","QSR Chain","","Pune","ru-Net, Sequoia Capital,  Lightbox Ventures","Private Equity",30000000,"Series C","07/12/2015",7,12,2015,"12-2015","07/12/2015","07","12","2015","12-2015"
"891",1459,5667,"07/12/2015","Leaf Wearables","Smart Safety Wearable Devices","","New Delhi","Ajeet Khurana Jinesh Shah, Vikram Chachra, Dr. Aniruddha Malpani","Seed Funding",250000,"","07/12/2015",7,12,2015,"12-2015","07/12/2015","07","12","2015","12-2015"
"892",1460,5668,"07/12/2015","Coolshare","Cab Sharing service Mobile app","","Mumbai","Gopal Aggarwal","Seed Funding",100000,"","07/12/2015",7,12,2015,"12-2015","07/12/2015","07","12","2015","12-2015"
"893",1463,5669,"08/12/2015","Yumist","Home Cooked Food Order & Delivery platform","","Gurgaon","Unilazer Ventures, Orios Venture Partners, Steven Lurie","Private Equity",2000000,"Series A","08/12/2015",8,12,2015,"12-2015","08/12/2015","08","12","2015","12-2015"
"894",1464,5670,"09/12/2015","Jigsaw Academy","Online School for Analytics learning","","Bangalore","Manipal Global Education Services","Private Equity",3000000,"Series A","09/12/2015",9,12,2015,"12-2015","09/12/2015","09","12","2015","12-2015"
"895",1466,5671,"09/12/2015","Voxweb","Picture creation & Social mobile app","","Mumbai","Undisclosed Investor","Seed Funding",350000,"","09/12/2015",9,12,2015,"12-2015","09/12/2015","09","12","2015","12-2015"
"896",1467,5672,"09/12/2015","Aye Finance","Nonbanking finance company","","New Delhi","SAIF Partners, Accion","Private Equity",3000000,"Series B","09/12/2015",9,12,2015,"12-2015","09/12/2015","09","12","2015","12-2015"
"897",1469,5673,"10/12/2015","BlackBuck","Online Freight Services Aggregator","","Bangalore","Tiger Global Management, Yuri Milner, Apoletto, Accel Partners, Flipkart","Private Equity",25000000,"Series B","10/12/2015",10,12,2015,"12-2015","10/12/2015","10","12","2015","12-2015"
"898",1470,5674,"10/12/2015","HomeStudio","Online Branded Furniture etailer","","Bangalore","Bren Corporation","Private Equity",5000000,"Series A","10/12/2015",10,12,2015,"12-2015","10/12/2015","10","12","2015","12-2015"
"899",1471,5675,"10/12/2015","PropheSee","Digital Analytics Platform","","New Delhi","Indian Angel Network, Stanford Angels, Entrepreneurs India","Seed Funding",500000,"","10/12/2015",10,12,2015,"12-2015","10/12/2015","10","12","2015","12-2015"
"900",1472,5676,"10/12/2015","i2e1","Internet Network Infrastructure Services","","New Delhi","GrowX Ventures","Seed Funding",500000,"","10/12/2015",10,12,2015,"12-2015","10/12/2015","10","12","2015","12-2015"
"901",1473,5677,"10/12/2015","Holisol Logistics","Supply Chain & Logistics Solutions","","New Delhi","CLSA Capital Partners ARIA IV Funds","Private Equity",10000000,"","10/12/2015",10,12,2015,"12-2015","10/12/2015","10","12","2015","12-2015"
"902",1475,5678,"10/12/2015","Paynear","Mobile Point of Sale solutions","","Hyderabad","Mitesh Majithia","Private Equity",2500000,"Pre-Series A","10/12/2015",10,12,2015,"12-2015","10/12/2015","10","12","2015","12-2015"
"903",1476,5679,"10/12/2015","Chillr","Peer-to-Peer Money Transfer & Recharge App","","Mumbai","Sequoia Capital, Blume Ventures, Uniqorn Ventures and other","Private Equity",70000000,"Series A","10/12/2015",10,12,2015,"12-2015","10/12/2015","10","12","2015","12-2015"
