"","X","SNo","Date","StartupName","IndustryVertical","SubVertical","CityLocation","InvestorsName","InvestmentType","AmountInUSD","Remarks","New_Date","dd","mm","yyyy","mmyyyy","New_Date","dd","mm","yyyy","mmyyyy"
"1181",1876,5957,"24/08/2015","BookMeIn","Professional Service Appointment booking service","","Mumbai","Ajmera Group of Companies","Seed Funding",400000,"","24/08/2015",24,8,2015,"08-2015","24/08/2015","24","08","2015","08-2015"
"1182",1879,5958,"25/08/2015","Qyk App","On-Demand App based Professional service provider","","Bangalore","GrowX ventures, Tracxn Labs, Powai Lake Ventures, and Sahil Barua","Private Equity",1000000,"pre-series A","25/08/2015",25,8,2015,"08-2015","25/08/2015","25","08","2015","08-2015"
"1183",1880,5959,"25/08/2015","EazyDiner","Restaurant Reservation Platform","","Gurgaon","DSG Consumer Partners, Saama Capital","Private Equity",3000000,"Series A","25/08/2015",25,8,2015,"08-2015","25/08/2015","25","08","2015","08-2015"
"1184",1881,5960,"25/08/2015","RevX","Cross-channel CRM platform","","Mumbai","Norwest Venture Partners, Nexus Venture Partners, Helion Venture Partners, Draper Fisher Jurvetson, Peepul Capital","Private Equity",4000000,"Series A","25/08/2015",25,8,2015,"08-2015","25/08/2015","25","08","2015","08-2015"
"1185",1882,5961,"25/08/2015","ICustomMadeIt","Professional Custom creators Marketplace","","Pune","Group of Angel Investors","Seed Funding",250000,"","25/08/2015",25,8,2015,"08-2015","25/08/2015","25","08","2015","08-2015"
"1186",1883,5962,"26/08/2015","PickMyLaundry","on-Demand Washing & Dry-Cleaning","","New Delhi","GHV Accelerator","Seed Funding",100000,"","26/08/2015",26,8,2015,"08-2015","26/08/2015","26","08","2015","08-2015"
"1187",1884,5963,"26/08/2015","Belita","On-Demand Beauty Service","","Mumbai","India Quotient, LetsVenture investors, Lead Angels","Seed Funding",400000,"","26/08/2015",26,8,2015,"08-2015","26/08/2015","26","08","2015","08-2015"
"1188",1886,5964,"26/08/2015","FoodTalkIndia","Online Food Community Platform","","Gurgaon","Undisclosed Investor","Seed Funding",500000,"","26/08/2015",26,8,2015,"08-2015","26/08/2015","26","08","2015","08-2015"
"1189",1891,5965,"28/08/2015","Vyomo","Beauty & Lifestyle Mobile Marketplace","","Bangalore","Rocket Internet","Private Equity",2000000,"Pre-Series A","28/08/2015",28,8,2015,"08-2015","28/08/2015","28","08","2015","08-2015"
"1190",1892,5966,"28/08/2015","RollMafia","QSR Restaurant Chain","","Pune","Equentia Natural Resources","Seed Funding",160000,"","28/08/2015",28,8,2015,"08-2015","28/08/2015","28","08","2015","08-2015"
"1191",1894,5967,"31/08/2015","DropKaffe","Online Coffee Delivery platform","","Bangalore","Manish Singhal, P39 Capital & Others","Seed Funding",300000,"","31/08/2015",31,8,2015,"08-2015","31/08/2015","31","08","2015","08-2015"
"1192",1895,5968,"31/08/2015","Reverie","Language Localization Cloud platform","","Bangalore","Aspada Investment Advisors, Qualcomm Ventures","Private Equity",4000000,"Series A","31/08/2015",31,8,2015,"08-2015","31/08/2015","31","08","2015","08-2015"
"1193",1899,5969,"01/07/2015","Cloudcherry Analytics","CRM / Analytics platform","","Chennai","The Chennai Angels, IDG Ventures India","Seed Funding",1000000,"","01/07/2015",1,7,2015,"07-2015","01/07/2015","01","07","2015","07-2015"
"1194",1900,5970,"01/07/2015","HandyHome","Hyperlocal Electronics repair Service","","Mumbai","Bessemer Ventures, Kae Capital","Seed Funding",630000,"","01/07/2015",1,7,2015,"07-2015","01/07/2015","01","07","2015","07-2015"
"1195",1903,5971,"01/07/2015","NxtGen","IT infrastructure & Data Center services","","Bangalore","IFC, Axon Partners, Intel Capital","Private Equity",13500000,"Series A","01/07/2015",1,7,2015,"07-2015","01/07/2015","01","07","2015","07-2015"
"1196",1904,5972,"02/07/2015","BankBazaar","Online Financial Services","","Chennai","Amazon, Fidelity Growth Partners, Mousse Partners","Private Equity",60000000,"Series C(More here)","02/07/2015",2,7,2015,"07-2015","02/07/2015","02","07","2015","07-2015"
"1197",1905,5973,"02/07/2015","Gozoomo","Used Car Marketplace","","Bangalore","SAIF Partners","Private Equity",5000000,"Series A","02/07/2015",2,7,2015,"07-2015","02/07/2015","02","07","2015","07-2015"
"1198",1906,5974,"02/07/2015","Zenatix","Internet of Things platform","","Gurgaon","Rajan Anandan, Kunal Bahl, Rohit Bansal, Rahul Khanna","Seed Funding",161000,"","02/07/2015",2,7,2015,"07-2015","02/07/2015","02","07","2015","07-2015"
"1199",1907,5975,"03/07/2015","CultureAlley","Language Learning App","","Jaipur","Tiger Global","Private Equity",6500000,"Series A","03/07/2015",3,7,2015,"07-2015","03/07/2015","03","07","2015","07-2015"
"1200",1909,5976,"03/07/2015","Gingercrush","Custom Merchandize platform","","Ahmedabad","Gokul Jaykrishna, Brand Capital","Seed Funding",1000000,"","03/07/2015",3,7,2015,"07-2015","03/07/2015","03","07","2015","07-2015"
"1201",1911,5977,"04/07/2015","Stitchwood","Custom Furniture Marketplace","","Mumbai","Powai Lake Ventures, Ajeet Khurana & others","Seed Funding",395000,"","04/07/2015",4,7,2015,"07-2015","04/07/2015","04","07","2015","07-2015"
"1202",1914,5978,"06/07/2015","Paper Boat","Ethnic Beverages manufacturer","","Gurgaon","Sofina, Hillhouse Capital","Private Equity",30000000,"Series B","06/07/2015",6,7,2015,"07-2015","06/07/2015","06","07","2015","07-2015"
"1203",1916,5979,"07/07/2015","Wudstay","Budget Accommodation aggregator","","Gurgaon","Mangroves Capital Partners, Vikas Saxena","Private Equity",3000000,"Series A","07/07/2015",7,7,2015,"07-2015","07/07/2015","07","07","2015","07-2015"
"1204",1917,5980,"07/07/2015","Liases Foras","Real Estate Rating & Analysis","","New Delhi","DMG information Asia Pacific","Private Equity",5000000,"Series A","07/07/2015",7,7,2015,"07-2015","07/07/2015","07","07","2015","07-2015"
"1205",1921,5981,"08/07/2015","Saavn","Music Streaming App","","Mumbai","Tiger Global Management, Bertelsmann India, Steadview Capital, Liberty Media, Mousse Partners, Quilvest","Private Equity",100000000,"Series C","08/07/2015",8,7,2015,"07-2015","08/07/2015","08","07","2015","07-2015"
"1206",1922,5982,"08/07/2015","Flytxt","Big Data & Analytics platform","","Mumbai","Sunrise Capital GmBH, Big Data Investments B.V","Private Equity",11000000,"Series A","08/07/2015",8,7,2015,"07-2015","08/07/2015","08","07","2015","07-2015"
"1207",19221,5983,"08/07/2015","Flytxt","Big Data & Analytics platform","","Global","Sunrise Capital GmBH, Big Data Investments B.V","Private Equity",11000000,"Series A","08/07/2015",8,7,2015,"07-2015","08/07/2015","08","07","2015","07-2015"
"1208",1923,5984,"08/07/2015","Axtria","Big Data & Analytics platform","","India","Helion Venture Partners,Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock","Private Equity",30000000,"Series C","08/07/2015",8,7,2015,"07-2015","08/07/2015","08","07","2015","07-2015"
"1209",19231,5985,"08/07/2015","Axtria","Big Data & Analytics platform","","US","Helion Venture Partners,Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock","Private Equity",30000000,"Series C","08/07/2015",8,7,2015,"07-2015","08/07/2015","08","07","2015","07-2015"
"1210",1924,5986,"08/07/2015","33Coupons","Coupon Aggregator Platform","","Kanpur","Not Disclosed","Seed Funding",20000,"","08/07/2015",8,7,2015,"07-2015","08/07/2015","08","07","2015","07-2015"
"1211",1926,5987,"08/07/2015","Hopping Chef","Online Food-Tech Platform","","Mumbai","Mirah Hospitality","Seed Funding",470000,"Strategic Investment","08/07/2015",8,7,2015,"07-2015","08/07/2015","08","07","2015","07-2015"
"1212",1927,5988,"08/07/2015","Collectabillia","Celebrity Fashion Brand","","Bangalore","Accel Partners","Private Equity",7500000,"Series B","08/07/2015",8,7,2015,"07-2015","08/07/2015","08","07","2015","07-2015"
"1213",1928,5989,"08/07/2015","Lendingkart","Online Finance lending platform","","Ahmedabad","Saama Capital, Mayfield, Ashvin Chadha, Shailesh Mehta","Private Equity",10000000,"Series A","08/07/2015",8,7,2015,"07-2015","08/07/2015","08","07","2015","07-2015"
"1214",1929,5990,"08/07/2015","Lybrate","Healthcare Mobile App","","New Delhi","Tiger Global Management, Ratan Tata, Nexus Venture Partners","Private Equity",10200000,"Series A","08/07/2015",8,7,2015,"07-2015","08/07/2015","08","07","2015","07-2015"
"1215",1930,5991,"08/07/2015","Zoomcar","Self-driven vehicle rental","","Bangalore","Sequoia Capital, Empire Angels, NGP","Private Equity",11000000,"Series B","08/07/2015",8,7,2015,"07-2015","08/07/2015","08","07","2015","07-2015"
"1216",1931,5992,"09/7/2015","News in shorts","News Aggregator mobile app","","Noida","Tiger Global","Private Equity",20000000,"Series B","09/07/2015",9,7,2015,"07-2015","09/07/2015","09","07","2015","07-2015"
"1217",1932,5993,"09/7/2015","Bluestone","Online Jewellery Store","","Bangalore","IvyCap Ventures, Accel Partners, Dragoneer Investment Group","Private Equity",16200000,"","09/07/2015",9,7,2015,"07-2015","09/07/2015","09","07","2015","07-2015"
"1218",1935,5994,"10/7/2015","Infinity Assurance","Warranty Programs Service Administration","","New Delhi","Indian Angel Network","Seed Funding",600000,"","10/07/2015",10,7,2015,"07-2015","10/07/2015","10","07","2015","07-2015"
"1219",1936,5995,"10/7/2015","Footprints Education","Pre-School Chain","","Gurgaon","LetsVenture, Kumar Bansal, Kshitij Jain","Seed Funding",685000,"","10/07/2015",10,7,2015,"07-2015","10/07/2015","10","07","2015","07-2015"
"1220",1937,5996,"10/7/2015","Loylty Rewards","Premium Loyalty Rewards Point Management","","Mumbai","IndianIdeas.com","Private Equity",19350000,"Late Stage","10/07/2015",10,7,2015,"07-2015","10/07/2015","10","07","2015","07-2015"
"1221",1938,5997,"13/7/2015","Ameyo","Contact Center Software Platform","","Gurgaon","Forum Synergies PE Fund","Private Equity",5000000,"Series A","13/07/2015",13,7,2015,"07-2015","13/07/2015","13","07","2015","07-2015"
"1222",1939,5998,"13/7/2015","Mamagoto","Casual Dining restaurant Chain","","New Delhi","Goldman Sachs","Private Equity",10000000,"Series A","13/07/2015",13,7,2015,"07-2015","13/07/2015","13","07","2015","07-2015"
"1223",1941,5999,"14/7/2015","MySmartPrice","Online comparison engine","","Hyderabad","Accel Partners, Helion Venture Partners","Private Equity",10000000,"Series B","14/07/2015",14,7,2015,"07-2015","14/07/2015","14","07","2015","07-2015"
"1224",1943,6000,"14/7/2015","Boxmyspace","Physical Storage warehouses","","Mumbai","Ritesh Veera, Singapore Angel Network, Orios Venture Partners,","Seed Funding",300000,"","14/07/2015",14,7,2015,"07-2015","14/07/2015","14","07","2015","07-2015"
"1225",1944,6001,"14/7/2015","HackerRank","Tech Recruitment platform","","Bangalore","HR Technology fund","Private Equity",7500000,"Series C","14/07/2015",14,7,2015,"07-2015","14/07/2015","14","07","2015","07-2015"
"1226",1945,6002,"14/7/2015","WickedRide","Bike Rental Platform","","Bangalore","Undisclosed","Seed Funding",790000,"","14/07/2015",14,7,2015,"07-2015","14/07/2015","14","07","2015","07-2015"
"1227",1946,6003,"14/7/2015","WoWexpress","Tech enabled logistics platform","","Mumbai","Tamarind Family Private Trust","Seed Funding",500000,"","14/07/2015",14,7,2015,"07-2015","14/07/2015","14","07","2015","07-2015"
"1228",1947,6004,"15/7/2015","Oyo Rooms","Budget Hotel Accommodation","","Gurgaon","Softbank, Sequoia Capital","Private Equity",100000000,"Series B","15/07/2015",15,7,2015,"07-2015","15/07/2015","15","07","2015","07-2015"
"1229",1948,6005,"15/7/2015","Mobikon","Restaurant customer engagement platform","","Pune","Jungle Ventures","Private Equity",2300000,"Series B","15/07/2015",15,7,2015,"07-2015","15/07/2015","15","07","2015","07-2015"
"1230",1950,6006,"15/7/2015","Roadrunnr","Hyper local logistics platform","","Bangalore","Sequoia Capital, Nexus Venture Partners, Blume Ventures","Private Equity",11000000,"Series A","15/07/2015",15,7,2015,"07-2015","15/07/2015","15","07","2015","07-2015"
"1231",1951,6007,"16/7/2015","Ketto","Crowd Funding Platform","","Mumbai","Pradyumna Dalmia, Sudhir Rao & Others","Seed Funding",700000,"","16/07/2015",16,7,2015,"07-2015","16/07/2015","16","07","2015","07-2015"
"1232",1952,6008,"17/7/2015","QuikWallet","F&B sector Mobile Payment platform","","Mumbai","Snow Leopard Technology Ventures","Private Equity",1600000,"Follow on Funding","17/07/2015",17,7,2015,"07-2015","17/07/2015","17","07","2015","07-2015"
"1233",1953,6009,"17/7/2015","Omnikart","Industrial Supplies B2B ecommerce","","Mumbai","Sumit Gandhi, Manish Gandhi","Seed Funding",100000,"","17/07/2015",17,7,2015,"07-2015","17/07/2015","17","07","2015","07-2015"
"1234",1954,6010,"20/7/2015","Zo Rooms","Online budget hotel chain","","New Delhi","Tiger Global, Orios Venture Partners.","Private Equity",15000000,"No confirmation","20/07/2015",20,7,2015,"07-2015","20/07/2015","20","07","2015","07-2015"
"1235",1955,6011,"20/7/2015","Innoviti","Payment Solutions platform","","Bangalore","Catamaran Ventures, New India Investment Corporation","Private Equity",4850000,"Series A","20/07/2015",20,7,2015,"07-2015","20/07/2015","20","07","2015","07-2015"
"1236",1957,6012,"21/7/2015","Joy by nature","Organic Food ecommerce","","New Delhi","Mumbai Angels, Vriddhi Fund, Others","Private Equity",1000000,"Series A","21/07/2015",21,7,2015,"07-2015","21/07/2015","21","07","2015","07-2015"
"1237",1958,6013,"22/7/2015","Iqlect","Big Data & Analytics platform","","Bangalore","Exfinity Venture Partners","Private Equity",2000000,"Series A","22/07/2015",22,7,2015,"07-2015","22/07/2015","22","07","2015","07-2015"
"1238",1959,6014,"22/7/2015","deGustibus","Fine Dining Restaurant Chain","","Mumbai","India Value Fund Advisors","Private Equity",30000000,"Late Stage","22/07/2015",22,7,2015,"07-2015","22/07/2015","22","07","2015","07-2015"
"1239",1960,6015,"23/7/2015","Nestaway","Luxury Rental Homes","","Bangalore","Flipkart, Tiger Global","Private Equity",12750000,"Series A","23/07/2015",23,7,2015,"07-2015","23/07/2015","23","07","2015","07-2015"
"1240",1961,6016,"23/7/2015","Mswipe","Mobile Point of Sale payment solution","","","Falcon Edge Capital, Meru Capital, Ola, Matrix Partners, DSG Consumer Partners, Axis Bank","Private Equity",25000000,"Series B","23/07/2015",23,7,2015,"07-2015","23/07/2015","23","07","2015","07-2015"
"1241",1962,6017,"23/7/2015","Myonsto","Online Grocers","","Ahmedabad","Jayant Bokadia","Seed Funding",320000,"","23/07/2015",23,7,2015,"07-2015","23/07/2015","23","07","2015","07-2015"
"1242",1964,6018,"23/7/2015","MedGenome","Clinical Genomics Provider","","Bangalore","Sequoia Capital","Private Equity",20000000,"Series B","23/07/2015",23,7,2015,"07-2015","23/07/2015","23","07","2015","07-2015"
"1243",1965,6019,"23/7/2015","HolidayIQ","Travel information portal","","Bangalore","MakeMyTrip","Private Equity",15000000,"Strategic Investment","23/07/2015",23,7,2015,"07-2015","23/07/2015","23","07","2015","07-2015"
"1244",1966,6020,"23/7/2015","Fitternity","Fitness Marketplace","","Mumbai","Exfinity Venture Partners","Private Equity",1000000,"Series A","23/07/2015",23,7,2015,"07-2015","23/07/2015","23","07","2015","07-2015"
"1245",1967,6021,"23/7/2015","Quikr","Online & Mobile classified listings","","Mumbai","AB Kinnevik, Falcon Edge Capital, Coatue Management","Private Equity",60000000,"Late Stage","23/07/2015",23,7,2015,"07-2015","23/07/2015","23","07","2015","07-2015"
"1246",1969,6022,"24/7/2015","BroEx","Real Estate Broker network App","","Gurgaon","Lightspeed India","Private Equity",1000000,"Bridge round","24/07/2015",24,7,2015,"07-2015","24/07/2015","24","07","2015","07-2015"
"1247",1971,6023,"25/7/2015","CredR","Used Bikes Marketplace","","Mumbai","Fidelity Growth Partners","Private Equity",15000000,"Series A","25/07/2015",25,7,2015,"07-2015","25/07/2015","25","07","2015","07-2015"
"1248",1972,6024,"27/7/2015","ManageMySpa","Spa & Salon Management Software","","Hyderabad","Accel Partners","Private Equity",6000000,"Series A","27/07/2015",27,7,2015,"07-2015","27/07/2015","27","07","2015","07-2015"
"1249",1976,6025,"28/7/2015","Pepperfry","Online home décor marketplace","","Mumbai","Goldman Sachs, Zodius Technology Fund, Bertelsmann India Investments Norwest Venture Partners.","Private Equity",100000000,"Series D","28/07/2015",28,7,2015,"07-2015","28/07/2015","28","07","2015","07-2015"
"1250",1977,6026,"28/7/2015","Flipkart.com","Online Marketplace","","Bangalore","Steadview Capital and existing investors","Private Equity",700000000,"Late Stage, 10th Round More here","28/07/2015",28,7,2015,"07-2015","28/07/2015","28","07","2015","07-2015"
"1251",1978,6027,"28/7/2015","Opinio","Hyperlocal food & grocery store","","Bangalore","Accel Partners, Traxcn Labs & Others","Seed Funding",1300000,"","28/07/2015",28,7,2015,"07-2015","28/07/2015","28","07","2015","07-2015"
"1252",1979,6028,"28/7/2015","Zoctr","Health-Tech platform","","Mumbai","Sandeep Parwal, Krishan Gupta & Others","Seed Funding",1000000,"","28/07/2015",28,7,2015,"07-2015","28/07/2015","28","07","2015","07-2015"
"1253",1980,6029,"29/7/2015","Zimmber","Hyperlocal Handyman Services","","Mumbai","IDG Ventures India, Omidyar Network, Sherpalo Ventures,  Mohandas Pai","Private Equity",2000000,"Series A","29/07/2015",29,7,2015,"07-2015","29/07/2015","29","07","2015","07-2015"
"1254",1981,6030,"29/7/2015","trueHb","Medical Tech Instruments","","New Delhi","Sachin and Binny Bansal, Malvinder and Shivinder Singh, Gurpreet Singh & others","Seed Funding",2400000,"","29/07/2015",29,7,2015,"07-2015","29/07/2015","29","07","2015","07-2015"
"1255",1982,6031,"29/7/2015","Zovi.com / Little App","Hyperlocal Deals Marketplace","","Bangalore","Paytm, SAIF Partners,  Tiger Global Management & others","Private Equity",50000000,"Series A","29/07/2015",29,7,2015,"07-2015","29/07/2015","29","07","2015","07-2015"
"1256",1983,6032,"29/7/2015","Swajal","Innovative Water Solutions","","Gurgaon","Abhishek Gupta","Private Equity",1200000,"Series A","29/07/2015",29,7,2015,"07-2015","29/07/2015","29","07","2015","07-2015"
"1257",1984,6033,"30/7/2015","Pipa Bella","Online Jewelry Store","","Mumbai","LionRock Capital","Private Equity",600000,"Pre-Series A","30/07/2015",30,7,2015,"07-2015","30/07/2015","30","07","2015","07-2015"
"1258",1985,6034,"30/7/2015","Pragmatix","Business intelligence & Analytics","","Mumbai","SIDBI Venture Capital Ltd","Private Equity",2400000,"Series A","30/07/2015",30,7,2015,"07-2015","30/07/2015","30","07","2015","07-2015"
"1259",1986,6035,"30/7/2015","Droom.in","Used Vehicle Marketplace","","New Delhi","Lightbox Ventures, Beenos","Private Equity",16000000,"Series A","30/07/2015",30,7,2015,"07-2015","30/07/2015","30","07","2015","07-2015"
"1260",1987,6036,"30/7/2015","MadRat Games","Educational Board Games","","Bangalore","Kunal Bahl, Rohit Bansal","Seed Funding",168000,"","30/07/2015",30,7,2015,"07-2015","30/07/2015","30","07","2015","07-2015"
"1261",1988,6037,"30/7/2015","Noodle Play","Chinese food delivery","","Mumbai","Elliot Stechman, Gautam Sinha, Ambarish Ray","Seed Funding",168000,"","30/07/2015",30,7,2015,"07-2015","30/07/2015","30","07","2015","07-2015"
"1262",1991,6038,"31/7/2015","LazyLad","Hyperlocal Grocery App","","Gurgaon","Jai Choi, Kiyohiro Sugashita, Hirokazu","Private Equity",500000,"pre-Series A","31/07/2015",31,7,2015,"07-2015","31/07/2015","31","07","2015","07-2015"
"1263",1993,6039,"31/7/2015","Prothom","Hasbro Toy Manufacturer","","Pune","Oliphabs Capital","Private Equity",2000000,"Series A","31/07/2015",31,7,2015,"07-2015","31/07/2015","31","07","2015","07-2015"
"1264",1994,6040,"31/7/2015","Bona Vita","Travel Tech","","Gurgaon","MakeMyTrip","Private Equity",5000000,"Strategic Investment","31/07/2015",31,7,2015,"07-2015","31/07/2015","31","07","2015","07-2015"
"1265",1996,6041,"01/06/2015","Veeba Foods","Healthy Food Manufacturer","","New Delhi","DSG Consumer Partners, Saama Capital.","Private Equity",6000000,"Series B","01/06/2015",1,6,2015,"06-2015","01/06/2015","01","06","2015","06-2015"
"1266",1997,6042,"01/06/2015","Truebil","Used Car Marketplace","","Mumbai","Kae Capital, Anupam Mittal","Seed Funding",500000,"","01/06/2015",1,6,2015,"06-2015","01/06/2015","01","06","2015","06-2015"
"1267",1998,6043,"01/06/2015","Meritnation","Online Learning Platform","","New Delhi","InfoEdge","Private Equity",4000000,"Series C","01/06/2015",1,6,2015,"06-2015","01/06/2015","01","06","2015","06-2015"
"1268",1999,6044,"01/06/2015","Eattreatonline","Healthy Food Online Community","","New Delhi","Group of 15 Angel Investors","Seed Funding",350000,"","01/06/2015",1,6,2015,"06-2015","01/06/2015","01","06","2015","06-2015"
"1269",2001,6045,"01/06/2015","Glamrs","Online Fashion Video Portal","","Mumbai","Ventureworks India, Blume Ventures, Batlivala & Karani Securities, Nikunj Jhaveri","Private Equity",1000000,"Pre-Series A","01/06/2015",1,6,2015,"06-2015","01/06/2015","01","06","2015","06-2015"
"1270",2002,6046,"01/06/2015","Proviera","Probiotic Technology Products Manufacturer","","Chennai","Infuse Ventures","Private Equity",550000,"","01/06/2015",1,6,2015,"06-2015","01/06/2015","01","06","2015","06-2015"
"1271",2003,6047,"01/06/2015","Arth DesignBuild","Architectural Design & Consulting","","Hyderabad","Srinivas Tirupati","Seed Funding",500000,"","01/06/2015",1,6,2015,"06-2015","01/06/2015","01","06","2015","06-2015"
"1272",2004,6048,"02/06/2015","Saama","Big Data & Analytics Services","","Pune","Carrick Capital Partners","Private Equity",35000000,"Series A","02/06/2015",2,6,2015,"06-2015","02/06/2015","02","06","2015","06-2015"
"1273",20041,6049,"02/06/2015","Saama","Big Data & Analytics Services","","US","Carrick Capital Partners","Private Equity",35000000,"Series A","02/06/2015",2,6,2015,"06-2015","02/06/2015","02","06","2015","06-2015"
"1274",2005,6050,"02/06/2015","AllIzHealth","Preventive Healthcare Services","","Pune","Mumbai Angels & Other angel investors","Seed Funding",350000,"","02/06/2015",2,6,2015,"06-2015","02/06/2015","02","06","2015","06-2015"
"1275",2008,6051,"03/06/2015","Propstack","Real Estate Intelligence Platform","","Mumbai","DMG Information","Private Equity",3000000,"Series A","03/06/2015",3,6,2015,"06-2015","03/06/2015","03","06","2015","06-2015"
"1276",2009,6052,"03/06/2015","MyTaxiIndia","Online Car Rental Affiliates","","New Delhi","Green House Ventures","Seed Funding",100000,"","03/06/2015",3,6,2015,"06-2015","03/06/2015","03","06","2015","06-2015"
"1277",2010,6053,"03/06/2015","Arkin Net","Data Center Software platform","","Pune","Nexus Venture Partners","Private Equity",15000000,"Series B","03/06/2015",3,6,2015,"06-2015","03/06/2015","03","06","2015","06-2015"
"1278",20101,6054,"03/06/2015","Arkin Net","Data Center Software platform","","US","Nexus Venture Partners","Private Equity",15000000,"Series B","03/06/2015",3,6,2015,"06-2015","03/06/2015","03","06","2015","06-2015"
"1279",2011,6055,"03/06/2015","Little Black Book Delhi","Online City & Lifestyle Guide","","New Delhi","Rajan Anandan, Niraj Singh, Sachin Bhatia, Singapore Angel Network & Aseem Vadehra","Seed Funding",150000,"","03/06/2015",3,6,2015,"06-2015","03/06/2015","03","06","2015","06-2015"
"1280",2013,6056,"03/06/2015","iCustomadeit","Bespoke Merchandize Marketplace","","Pune","Virendra Shahney, Dr Paresh Doshi","Seed Funding",250000,"","03/06/2015",3,6,2015,"06-2015","03/06/2015","03","06","2015","06-2015"
"1281",2015,6057,"04/06/2015","Ecom Express","Logistics Solution Provider","","New Delhi","Warburg Pincus","Private Equity",137000000,"Series C","04/06/2015",4,6,2015,"06-2015","04/06/2015","04","06","2015","06-2015"
"1282",2016,6058,"04/06/2015","Vidooly","Video Intelligence Platform","","Noida","Bessemer Venture Partners","Private Equity",1000000,"Pre-Series A","04/06/2015",4,6,2015,"06-2015","04/06/2015","04","06","2015","06-2015"
"1283",2017,6059,"04/06/2015","Zopper","Hyperlocal Shopping App","","Mumbai","Tiger Global,  Nirvana Ventures Advisors","Private Equity",20000000,"Series C","04/06/2015",4,6,2015,"06-2015","04/06/2015","04","06","2015","06-2015"
"1284",2018,6060,"04/06/2015","Flipkart","eCommerce platform","","Bangalore","Morgan Stanley","Private Equity",50000000,"Late Stage","04/06/2015",4,6,2015,"06-2015","04/06/2015","04","06","2015","06-2015"
"1285",2019,6061,"05/06/2015","kWatt Solutions","Renewable energy solutions","","Mumbai","","Seed Funding",500000,"","05/06/2015",5,6,2015,"06-2015","05/06/2015","05","06","2015","06-2015"
"1286",2020,6062,"05/06/2015","Medwell Ventures","HealthcareService provider","","Bangalore","Fidelity Growth Partners, Fidelity Biosciences","Private Equity",10000000,"Series A","05/06/2015",5,6,2015,"06-2015","05/06/2015","05","06","2015","06-2015"
"1287",2021,6063,"05/06/2015","Jugnoo","Auto Rickshaw Based Services","","Chandigarh","Snow Leopard, Paytm","Private Equity",5000000,"Series A","05/06/2015",5,6,2015,"06-2015","05/06/2015","05","06","2015","06-2015"
"1288",2023,6064,"08/06/2015","Applied Solar Technologies","Off-grid Solar Power","","Mumbai","Future Fund,Bessemer Venture, Capricorn Investment and IFC","Private Equity",40000000,"Series B","08/06/2015",8,6,2015,"06-2015","08/06/2015","08","06","2015","06-2015"
"1289",2024,6065,"09/06/2015","Clovia","Private Label lingerie Ecommerce","","New Delhi","IvyCap Ventures","Private Equity",5000000,"Series A","09/06/2015",9,6,2015,"06-2015","09/06/2015","09","06","2015","06-2015"
"1290",2025,6066,"09/06/2015","Swiggy","Online Food Ordering","","Bangalore","Norwest Venture Partners, SAIF Partners, Accel Partners","Private Equity",16500000,"Series B","09/06/2015",9,6,2015,"06-2015","09/06/2015","09","06","2015","06-2015"
"1291",2026,6067,"09/06/2015","PayMango","Mobile Commerce Platform","","Gurgaon","Group of Angel Investors","Seed Funding",234000,"","09/06/2015",9,6,2015,"06-2015","09/06/2015","09","06","2015","06-2015"
"1292",2028,6068,"09/06/2015","Teritree","Digital Marketing Services","","Bangalore","KCL","Seed Funding",140000,"","09/06/2015",9,6,2015,"06-2015","09/06/2015","09","06","2015","06-2015"
"1293",2030,6069,"10/06/2015","Voonik","Fashion Ecommerce store","","Bangalore","Sequoia Capital, Seedfund","Private Equity",5000000,"Series A","10/06/2015",10,6,2015,"06-2015","10/06/2015","10","06","2015","06-2015"
"1294",2031,6070,"11/06/2015","AdStringO","Mobile Compression Software","","Mumbai","Arihant Patni, Vishal Khare,  Viswanath Ramachandran","Seed Funding",350000,"","11/06/2015",11,6,2015,"06-2015","11/06/2015","11","06","2015","06-2015"
"1295",2032,6071,"11/06/2015","Faircent.com","Peer to Peer Lending platform","","Gurgaon","M&S Partners Pte. Ltd","Seed Funding",250000,"Pre-Series A","11/06/2015",11,6,2015,"06-2015","11/06/2015","11","06","2015","06-2015"
"1296",2033,6072,"12/06/2015","La Renon","Global Healthcare products","","Ahmedabad","Sequoia Capital","Private Equity",16000000,"Series A","12/06/2015",12,6,2015,"06-2015","12/06/2015","12","06","2015","06-2015"
"1297",2034,6073,"15/06/2015","Homelane","Home Furnishing Solutions","","Bangalore","Sequoia Capital","Private Equity",50000000,"Series B","15/06/2015",15,6,2015,"06-2015","15/06/2015","15","06","2015","06-2015"
"1298",2036,6074,"15/06/2015","Shippr","Intra-City Logistics service","","Bangalore","i2india Pvt Ltd","Seed Funding",500000,"","15/06/2015",15,6,2015,"06-2015","15/06/2015","15","06","2015","06-2015"
"1299",2039,6075,"16/06/2015","CouponRaja","Online Coupon & comparison platform","","Mumbai","Mahesh Pratapneni, Pallab Chatterjee & others","Seed Funding",500000,"","16/06/2015",16,6,2015,"06-2015","16/06/2015","16","06","2015","06-2015"
